RowNum,output,input,instruction
502,Accomplishments ,"Danny: You should have received Rob, Eric and Joe accomplishments. Dave and Kent are the only ones outstanding. I tired to get you some Gallery Bowl tickets from Reliant but, no luck. I will pay you back for lunch next week too. Cheers. Have a great holiday. I am off to Radio Shack. Phil at my apt. has me looking for a special connection/wire and feels certain that he can connect my DVD up. The challenge is on!  ",Summarize the email and create a subject line.
503,El Paso Maintenance on Lines 1300 and 1301 on San Juan Crossover ,"In its preliminary notice of November maintenance, El Paso had scheduled Lines 1300 and 1301 on the San Juan Crossover for total shutdown Nov. 29-30. It said Wednesday the shutdown has been delayed to coincide with the Dec. 1-2 weekend, when all 650 MMcf/d of the crossover's capacity will be cut to zero. Portions of Line 1300 will be shutting down Dec. 11-12 and Dec. 18-19; capacity cuts then will be 60 MMcf/d.  ",Summarize the email and create a subject line.
504,EGM presentaion and update ,"Steve,  Attached, for your information and reference, is copy of a presentation tha= t=20 was created as an internal briefing document on the business activities=20 within EGM. The purpose of this presentation is to communicate our=20 activities and provide individuals with a more detailed reference document = on=20 these businesses in case they come up in Q&A. This is a confidential and internal document, which includes earnings=20 targets, goals and objectives. We have a shorter more external version tha= t=20 we use to describe our businesses. I can provide that copy if you are=20 interested. Please don=01,t hesitate to contact me if you have any questions or would l= ike=20 to discuss this in more detail. =20  Thanks,  ",Summarize the email and create a subject line.
505,2001 goals ,"Eric, I came up with a few goals and objectives for each group within EGM. These= =20 are what i came up with for LNG and which included some information from Ri= ck. Please review and add (and change the language) as you believe better=20 represents your business. Also I need additional specifics where possible. LNG ? Create $60 million in gross margin and $50 million in EBIT ? Create a portfolio of positions including supply sources, shipping and=20 markets to open and generate a new markets for LNG globally that can maximi= ze=20 and take advantage of the highest net backs ? Develop an online market for LNG on EnronOnline ? Close and deliver spot transactions around the world that illustrates Enr= on=01, s ability to change the industry=20 ? Close Project Jose; successfully manage the supply and shipping positions= =20 around Dabhol=20   Please amend on this email and return asap. thanks,  ",Summarize the email and create a subject line.
506,European Weather ,"John,  Here is a brief email on a possible resolution for the European/Oslo  weather  situation. Mark sent this draft to me last weekend but i haven't had time to  review it this week. Personally, I think that this is the wrong answer from  a Corporate perspective but this issue keeps hanging around and isn't worth  any more of our time. For what it is worth, I think our communication  strategy did make a big difference but didn't get us exactly where we needed  to be. These groups will be expected (and held accountable) for good and  consistent communication on an ongoing basis as well. For a P&L that is  this small (and negative) we are all spending too much time on this. There  is more to this story but I think we should just drop it and move on to  bigger and better things. I am certainly not wedded to any of this but would rather focus on all the  other issues and problems on my plate. Let's discuss upon your return on our  weekly call. Thanks and I hope your vacation was relaxing. Mike   ps-this hasn't been shared outside the group on the email.  ",Summarize the email and create a subject line.
507,EGM business presentation ,"Rebecca,,  Attached, for your information, is  a copy of a general presentation that I  prepared to illustrate and describe EGM's businesses. This is a presentation  that will become a ""living"" document to communicate our businesses and  growth. I will be making numerous changes as we move closer to the analyst  meeting in January but I wanted to give everyone a copy of this version. Please don't hesitate to call me if you have any questions or comments. Mike  ",Summarize the email and create a subject line.
508,Spring break ,"Pelt,  Howdy from Houston. I hope you had a great Thanksgiving. I took the week  off and it was what i needed. I have been working at a hectic pace and was  on my annual sick rotation, although a little earlier than normal. I needed  the break. My international traveling is over for the year, thank God.  ",Summarize the email and create a subject line.
509,Opportunity ,"Jeff,  I don't know if you got this. What do you think? Interesting background and  info for Net Works or our moving into the Chemical business. mike  ",Summarize the email and create a subject line.
510,Today's Integration Test ,"Today' s integration test went very well. During testing we identified the following:  additional system dependencies additional application steps problem areas related to being in a production environment  We accomplished a lot this week and could not have done it without everyone's cooperation and hard work. Thank You! We will update the scripts, schedule and contact list, by end of day, to reflect any changes identified during today's  'Dry Run'. The new versions will be located in \\O:\_Dropbox\IntegrationTestScripts <file://\\O:\_Dropbox\IntegrationTestScripts>   Tomorrow we will publish a contact number and tentative schedule for Sunday's Integration Test. Just a reminder, for those individuals who participated in the testing, please clean up (zero out, un-officialize, etc. ), do not kill the deal, the following deals in Sitara, TAGG, EnPower, Unify PM, Unify VM, Unify Settlements, CAS and ????? :       Sitara: 1193642, 1193649     TAGG: YM5545.1, YM5709.1     EnPower: 896012, 896014, 896015     Thank You,  ",Summarize the email and create a subject line.
511,Removal of the remainder of NYMEX 2001 Holidays ,"Per the message below, all of the remaining holidays in the system will be  removed as business days tommorrow morning. Please let me know if this is a  problem for anyone. Thank you,  ",Summarize the email and create a subject line.
512,Job Information ,"Good afternoon Ms. Thurston. Attached is the job posting per our conversation. Have a groovy hip one. (Smile)  SR SERVICE SPECIALIST  ESSENTIAL FUNCTIONS: Overall implementation and contract compliance accountability. Responsible for Deal profitability validation and reporting. Bill payment, invoicing and reporting validation and issue resolution. Drive internal and external communications to ensure customer satisfaction and customer referenceability. ESSENTIAL REQUIREMENTS: Bachelor's Degree and three years experience in industry-related field. Individual must be detail-oriented with ability to synthesize information from a number of sources. Ability to handle multiple projects simultaneously. Self-starter, must seek out possible problems and propose/facilitate timely resolution. Strong communication skills are necessary for interface with all levels of the organization, external service providers, and internal customers to ensure that customer expectations, as related to service requests, are resolved in a timely manner. PREFERRED SKILLS: Strong customer service orientation needed. Proficiency with MS Word, Excel, PowerPoint, and Lotus Notes (email). Proficiency with Internet usage. Access and Siebel a plus. SPECIAL CHARACTERISTICS: Excellent communication skills are required. Process-oriented, analytical and quality-oriented thinking is a must. Work efforts will be project-oriented and will focus on results and delivery. Team orientation is a must. Minimal travel may be required. Work effort will be results-oriented in a fast-paced environment. CONTACT: NA. Job ID                0000110083   Department                EES SERVICE MANAGEMENT II   Company                WHOLESALE, RETAIL & COMM               ENRON ENERGY SERVICES   Location                HOUSTON, TX   Type   Pay                n/a   FLSA class  Manager                HURT,ROBERT   Recruiter                JTAORMINA  Log                n/a   Grade                CP17.01.01   Response                NA   Relocation               N   Posting date               03-OCT-01    To respond to this job posting  Make a note of:   the job ID,   position name,   department name, and   company name. Then fill in this form. An Equal Opportunity and Affirmative Action Employer   This page is maintained by the Enron Corp Web Team. Email questions/comments to recruitment.technology.helpdesk@enron.com  ",Summarize the email and create a subject line.
513,Mid-Continent Maps ,"Hey everyone, We are having the map guys make maps for each state in our region including Ontario. These are the items we would like to see on the maps. If you can think of anything else you would like to see, please let me know today. The sooner we get this list to them, the sooner they will begin building our maps. Any input would be greatly appreciated. Thanks.  ",Summarize the email and create a subject line.
514,Nicor Guaranty Amendment ,"Veronica, Attached is the Guaranty Amendment for Nicor Energy, L.L.C., which adds financial transactions to the existing guaranty. Please copy Jim Hunt at Nicor (jhunt@nicor.com) on you message. Once received from Nicor, the Amendment needs to be countersigned by ENA. We will also need a copy for our files when fully executed. Please call me if you have any questions. Stephanie  ",Summarize the email and create a subject line.
515,Farewell ,"I have accepted a position with AEP's Portland office, effective today. I do not have contact information at AEP yet, but if you wish to contact me you may do so by email at taperry1@attbi.com. It has been a pleasure working with all of you over the past year and three quarters. I wish you the best of luck in the future.  ",Summarize the email and create a subject line.
516,Reminder - NYMEX Hours Through October ,This is just a reminder of the trading hours that the NYMEX has established for the balance of October. Brent Crude Oil - 9:45-2:30 WTI Crude Oil - 10:00-2:30 Natural Gas - 10:00-2:30 Heating Oil - 10:05-2:30 Unleaded Gasoline - 10:05-2:30  NYMEX Access will trade from 3:15 p.m. to 9:00 a.m. for all contracts. The Sunday night session will commence at 7:00 p.m. Thank you.  ,Summarize the email and create a subject line.
517,East Desk Logistics Moves ,"All, Kevin Alvarado has submitted his two weeks resignation. His last day will be Friday, October 5. Tracy Wood will be moved to cost center 103866 (Southeast Gas Logistics) from cost center 103867 (Northeast Gas Logistics). Tracy will be handling Sonat and Destin pipelines. Clarissa Garcia will be Tracy's backup. Alex/Brandee, please arrange to move Tracy to EB3225F from her current location the weekend of Oct. 6. I currently have 3 openings. Please call if you have any questions.THANKS  ",Summarize the email and create a subject line.
518,Ag group references. ,"Scott, Nice chating with you yesterday. I am in Chicago today. It's going to be interesting if we can grow the Ag. Group for Enron on the Grain/Oilseed side. Think I can bring good value for them from the start, they want to go global too,  Fyi, the guys that I met where Ted Noble, Darren Maloney and also Elsa  Saludos,  Pablo  PS: Thanks for leting Elsa now my references.  ",Summarize the email and create a subject line.
519,Enron America's Staff Meeting ,"The staff meeting that is scheduled for tomorrow, May 11 has been rescheduled to next Friday, May 18th. The meeting is scheduled to start at 2:30 pm central time and will be in EB30C1. If you are not able to attend, please make sure that you send an email to Kim Hillis with an explanation. Currently, the meeting will have Portland, Calgary, Sao Paulo, San Fran and Monterrey video conferenced. Orlando, please call 713-646-3062 when you are not in the Sao Paulo office. If anyone else is required to call in, then a conference bridge line will need to be set up. Please let Kim know this information as well so that this can be done. The staff meeting is monthly and I will alert you when the June meeting will happen. Please make all efforts to be at the meetings. If you have a response to the previous email of where you would like for the management meeting to take place, please send them to myself or Kim. I have not received many responses! If you have any questions, please let me know.  ",Summarize the email and create a subject line.
520,Meeting - Discussion Database ,"I need ten minutes of your time to review the discussion database concept that was requested by Frank Vickers back in Febuary. The purpose of the meeting is to discuss the merits of the project, make a decision on whether we move forward and if we do move forward whose budget this would impact..  Find attached a description of the project with a cost estimate ($10,560). I have scheduled EB3259 at 5:00PM 4/24/01, if you cannot make it please let me know. Thanks,  ",Summarize the email and create a subject line.
521,Origination Strategy meeting ,"Please plan to attend an Origination Strategy meeting on Thursday 8/17 at   2:30pm. We will be meeting with Gil Muhl, Janet Dietrich and others to discuss customer coverage, deal flow, strategic deals/customers  etc. I think the meeting is going to held offsite  at either  the Doubletree or Hyatt. Details to follow. Let me know if you have any questions.  ",Summarize the email and create a subject line.
522,evaluations ,"Kathy Kelly EXCELLENT    The performance of the group in the area of  operations/logistics is superior. Kathy is able to manage multiple tasks and  is able to get performance form her people. Even with the dramatic growth  of  our business, the ops group has been able to manage to sustain a very  high level of performance. I think Kathy could improve in the commercial  area (idetifying important data/market info) and thinking of ways to improve  our business model though systems, organizational structure, etc..  Ed Terry  SASTIFACTORY/STRONG   Similar comments as above in the area of  operations/logistics. Ed's scope is fairly narrow, very centered to  operations/logistics. I would like Ed to improve his ability/wllingness to  make decisions. Very little commercial understanding, although shows  interest in learning.  ",Summarize the email and create a subject line.
523,Participation Agreement w/ENA Upstream ,"Chuck -  As we discusssed, attached is a marked version of the Participation Agreement which I have marked with some comments. Though I understand that we have existing agreements with ICE that were pretty much unchanged I was not involved in the original discussions relating to these agreements. I also understand the message you left relating to the reluctance of ICE to modify the agreement. I only ask that you review the attached and let me know your thoughts. Thanks for the cooperation and time. Mark  ",Summarize the email and create a subject line.
524,ENA to ENA Upstream Master ,"We now have a fully executed Master Firm Purchase/Sale contract between ENA and ENA Upstream. I am forwarding the originals to Gerald Nemec, and he will get a copy sent to you. The confirmation language states that ""Any Transaction may be formed and effectuated (i) by a written paper-based Transaction Agreement executed by the Parties...or (ii) in a recorded telephone conversation between the Parties..."" Therefore, per Gerald, we can discontinue preparing paper confirmations between the two Enron entities. Please let me know if you have any questions or concerns. Thanks,  ",Summarize the email and create a subject line.
525,GTC Firm Point based confirmation ,"Gerald,  Have you had time to work on developing the GTC Firm Point based confirmation for the deals that are bought at a point but are not Committed Reserves (i.e. Month-long wellhead deals)? The Global Contracts group would like to get a copy of even a rough form so that they can make sure that the Global contracts template is set up and functioning before bid week is upon us again. Thanks,  ",Summarize the email and create a subject line.
526,Blackberry is low ,"My Blackberry battery is low - you will have to contact me via cell. Dwight's cell is also 713-303-4204. In addition, I will be checking voice mail. Regards, Jean  ",Summarize the email and create a subject line.
527,Hubbard Restructuring - Closing Documents ,"Gerald -   In your spare time! !, I need your help in locating a copy of the Hubbard Compression deal (restructured in June 2000) closing documents. Please let me know and I can come by to make a copy. Thanks, Lisa Druzbik  ",Summarize the email and create a subject line.
528,MapQuest Membership Update ,"Dear My MapQuest Member: In the near future you may notice some changes to the MapQuest Web Site intended to offer faster, easier access to the information you need. Beginning in December, you will be able to save addresses, maps, directions and trip plans without logging in or filling out a member profile. As part of these changes, My MapQuest will be removed from the MapQuest Web site. The My MapQuest Address Book, as well as your currently saved maps, routes and trip plans will no longer be available on or after December 11, 2001. If you are currently registered to receive MapQuest's e-mail newsletter, you will continue to receive our free e-mail service full of travel tips, road safety information and additional MapQuest features. Your name, e-mail address and ZIP code will be kept on file in accordance with our established Privacy Policy. Additional personal profile information from your My MapQuest account will be deleted from our database. If you are not registered to receive the MapQuest e-mail newsletter, all of your stored profile information from your My MapQuest account will be deleted from our database. New features coming to the MapQuest Web Site in December:  Recall up to ten addresses to quickly create maps and driving directions. Save and retrieve up to ten maps with the click of a button. Recall up to five routes quickly and easily. Save up to three trip plans for easy future reference. Do it all without logging in! To enable these new features MapQuest will store information in cookies on your computer. Use and storage of cookies by MapQuest is addressed in our Privacy Policy . We thank you for using MapQuest and hope these enhancements will make MapQuest easier, faster and more convenient. If you have any questions, please contact us at info@mapquest.com. Thank you for using MapQuest!  ",Summarize the email and create a subject line.
529,PBKBB ,"Gerald, our group for service contracts are still in tact. Linda Harris, at 345-6488 or Jane Scelzo at 345-6489 can help you with this one...I think. I do not see it listed, but it could be something pending. Linda and Jane, he thinks one of the entities in ETS might have a contract for some work that's being done in the Gulf Coast Region. Could it be an EE&CC contract? Gerald will be calling one or both of you for your assistance. Thanks.  ",Summarize the email and create a subject line.
530,cancellation of authorized marketer for Jefferson Smurfit & Stone  Container Corp. ,"Mary,  Attached is a letter notifying Socal Gas that Enron Administrative Services is no longer the authorized marketer for Jefferson Smurfit Corp & Stone Container Corp. Please let me know if you have any questions. Thanks,  ",Summarize the email and create a subject line.
531,Bridgeline Partnership and Storage/Transportation Deals ,"Ed and Gerald,  Brian and I spoke with Randy Curry of Bridgeline earlier today regarding a deal that we are trying to put together in order to sell the pad gas (in place) from Storage Caverns #13/#14. During that conversation, Randy indicated that: (i) ENA's default under its storage and transport agreements with Bridgeline impacts the Bridgeline partnership itself (and that there are certain side agreements that spell this out) and (ii) Bridgeline would reject any efforts by ENA to remove its gas inventories from storage facilities owned by Bridgeline. Bridgeline contends that ENA is permitted to pay all past due amounts and provide adequate assurances for future payment on its storage and transport deals as there is a bankruptcy order in place that allows the debtors to pay common carrier liens and warehouseman's liens. I asked Randy whether he had sought a lawyer's opinion regarding whether Bridgeline could be properly classified as a common carrier and/or warehouseman - he said that he had. Gerald please advise regarding Randy's assertions above. Ed, please let me know if you are already looking into either of these matters. If not, my guess is that you will be interested in hearing more. Regards  ",Summarize the email and create a subject line.
532,Bridgeline-Crawfish ROW agreement ,"Gerald,  Attached is a draft of the agreement for the ROWs requested by Bridgeline. Would you please look it over and make any necessary changes? Thanks,  ",Summarize the email and create a subject line.
533,READ THIS NOW RE MASTER NETTING ,"There exists another receivable financing covering power receivables structured at the corporate level. I am working with Trey Cash and Melinda Winn to extract the receivables to enable the master netting agreements to be executed. For now, please touch base with me prior to initialing any master netting that includes power. Please note we are still working on the extraction from the gas receivables as well.  ",Summarize the email and create a subject line.
534,Revised contracts to Aspect et al ,"Gerald, were you able to get the contracts w/ changes out to Aspect, et al yesterday? I am out this week, but am checking email. If you need to talk, call me on my cell phone 713-628-0543. Thanks.  ",Summarize the email and create a subject line.
535,Assignment Letters ,What is the status on the assignment letters assigning the LGS Natural Gas Co. and Entergy New Orleans contracts to Bridgeline? Linda S. Bryan Ext. 3-3538  ,Summarize the email and create a subject line.
536,ROW agreement ,"Gerald,  Have you gotten a chance to look over the ROW document? It seems to be a pretty standard agreement. If possible, we would like to get this finalized soon. Once we hit the middle of Dec, it will probably be harder to get anything done. Let me know if you have any questions on the agreement. Thanks,  ",Summarize the email and create a subject line.
537,Reliant Documents ,"Document		Signature Act of Sale Form  	Jean Mrha/Julie Gomez  Board Resolution	Mark Haedicke 			Louise Kitchen  Corporate Guaranty	Jeff McMahon/Ray Bowen (DONE for $3 MM)  Certificate of Non-Foreign Status Stephen Douglas (DONE)  DASH 			Rick Buy/Dave Gorte 			Jean Mrha/Julie Gomez 			Mark Haedicke 			John Lavorato/Louise Kitchen 			Jeff McMahon/Ray Bowen  This DASH definitely needs a Legal Risk memo, which I have attached as a separate document. Along with the DASH, it needs to be updated for the actual sale price (and the date was wrong--I fixed that on the attached but be sure Gerald's version has the right date) and then added on to the body of the DASH before signatures. Gorte has already looked at this one, so we should be okay to get going on the signatures right away, though I would still start with him, just in case.  ",Summarize the email and create a subject line.
538,College Chum ,"Ryan and I were Fraternity brothers of Rooney at Iowa.....see below...   Police, Ferentz probe incident at bar By MEGAN MANFULL and TOM WITOSKY Register Staff Writer 09/28/2001  Iowa City, Ia. - A criminal investigation is under way into an alleged assault that involves at least one member of the Iowa football team. Tom Widmer, an Iowa City police captain, said Wednesday that the investigation began early Sunday morning after police responded to a call from a bar named Etc. The tavern is located in the downtown Iowa City pedestrian mall. ""It is an active investigation,"" Widmer said. Widmer said police received the call about 2:30 a.m. Sunday. He declined to identify any suspects. Ryan Rooney, a manager at Etc., said at least one assailant was a member of the Iowa football team. He would not identify the player or say if more than one player was involved. Rooney said one of his bartenders sustained a concussion from the assault and required medical attention. ""It was more of a jumping than a fight,"" he said. Iowa coach Kirk Ferentz said Thursday morning he was looking into the matter. He said he was told of the incident Wednesday evening. ""I'm fuzzy on the details right now,"" Ferentz said. ""A player told a coach about something that took place, and then they told me. I'm going to look into what happened and get more details about it. ""I want to find out if anything did happen . . . then I will see if any action needs to be taken on the team."" Iowa's season already has been marred by one violent assault. Offensive lineman Sam Aiello attacked quarterback Jon Beutjer in July, although the incident did not become public until the first week of the season. Beutjer said he received a concussion, although he did not file a report with police. He later left Iowa and enrolled at Illinois, saying he felt betrayed by the school's handling of the incident. Ferentz said he had not been contacted by police about the incident at Etc. A report obtained from police says two people were injured at Etc. Rooney said the second victim, a woman, was ""shaken up pretty bad."" Kevin Prestegard, the investigating officer, confirmed Thursday the probe was continuing, but refused further comment. ""It all depends on the police and how diligently they will pursue this,"" Rooney said. ""They have a lengthy amount of time before they have to do something. If they are season ticket holders, I wouldn't be surprised if they wait until December."" Police declined to respond to Rooney's comment.  ",Summarize the email and create a subject line.
539,WARNING:  Your mailbox is approaching the size limit ,"This warning is sent automatically to inform you that your mailbox is approaching the maximum size limit. Your mailbox size is currently 99496 KB. Mailbox size limits:  	When your mailbox reaches 75000 KB you will receive this message.To check the size of your mailbox:     Right-click the mailbox (Outlook Today),    Select Properties and click the Folder Size button. This method can be used on individual folders as well. To make more space available, delete any items that are no longer needed such as Sent Items and Journal entries. You must empty the Deleted Items folder after deleting items or the space will not be freed. To turn Journaling off,   click Tools | Options | Journaling Options and de-select all items. See client Help for more information.  ",Summarize the email and create a subject line.
540,Weekly Update Meeting - Legal / Contracts / Confirmations ,"When: Occurs every Tuesday effective 9/11/2001 from 10:00 AM to 11:00 AM (GMT-06:00) Central Time (US & Canada). Where: EB38..  *~*~*~*~*~*~*~*~*~*  Dear All,  Just in case you don't already have this weekly meeting in you calendars (I've seem to have lost mine....). Ellen  ",Summarize the email and create a subject line.
541,ENA Upstream issues ,"Gerald,  On the Wellhead purchase GTC with keep whole provisions, the payment date is either the last day of the month following delivery or the 25th day of the month following delivery. I understand this date will be decided on a deal-by-deal basis, but I still need to have a date to input into our Global Contracts template. Since ENA Upstream is the purchaser, I'd prefer to use the last day of the month for our template (for cash flow purposes), but I'd like you to confirm which one we should use as a default of sorts. I also wanted to check on the status of the Point Specific GTC you've been working on. Are we close to having a final version? Please remember that I need to be copied on any versions of the GTC or confirmation, since that data drives what we input in Global Contracts. Please get back to me as soon as possible (I'm setting up the template in Global Contracts right now). Feel free to call me at x30569 if you have any questions. Thanks,  ",Summarize the email and create a subject line.
542,"Grant of Servitude between LRCI, Inc and Sorrento Pipeline Compan 	y, L.L.C. ","Mr. Nemec,  Attached is the revised termination language for your review. Also, could I get the name and phone number for your Insurance contact. I will give this information to our Insurance department. Thanks for your assistance.  ",Summarize the email and create a subject line.
543,Falcon ,"Gerald,  We want to do a transaction with Falcon Gas where we provide them with base gas for pressure in their facility. We basically would park gas in their facility until Jan./04 to provide pressure. We are making two (mutually exclusive) proposals. Proposal 1: Park 2 Bcf of gas on October and November 01 (33,000/day), this gas would be delivered at the Lone Star WA line where it connects to the Hill Lake storage facility (Hill Lake is building a lateral that would connect to the bigger and better connected Lone Star's ""X"" line, this will be ready by the time we pull out our gas). Redeliver the gas to ENA at the interconnect of the Falcon lateral to the ""X"" line on January 04 (66,000/day). The redelivery would be done all in one month (the lateral and compressors would be in place to allow for delivery in one month). Proposal 2:  Same transaction as #1 except that: We may get the option to convert 10% of our base gas to working gas (and therefore withdraw it) on the previous January (03). Please let me know if you want to meet to talk about the details. I'm attaching the draft term sheet for your review and editing (it is pre-credit but post desk pricing). Miguel E. Vasquez Manager -- Enron Storage Products  ",Summarize the email and create a subject line.
544,Request for Assistance ,"Our firm has been retained by a prominent global energy company with more than $26 billion in assets. The company reaches into more than 50 countries, producing energy, transporting energy, marketing energy and providing energy services. In the United States, the company provides electric service to approximately two million customers; operates interstate pipelines that deliver natural gas to various regions of the country; and are leading marketers of electricity, natural gas and natural gas liquids. Our client seeks a lawyer with an understanding of generation plants and energy trading and marketing experience. As a respected practitioner in this field, your cooperation in suggesting or referring appropriate candidates to us for our client's consideration would be most appreciated. President Bush has requested that Americans return to business in order to show the world that although saddened and angered by these senseless acts of terrorism, Americans are not beaten. Accordingly, Prescott Legal Search is resuming recruiting efforts on behalf of our clients. This return to business in no way diminishes the terrible tragedy that has befallen our nation, the victims and their families. Thank you for your time and attention to this request.  ",Summarize the email and create a subject line.
545,Philippe Bibi ,"We are disappointed to announce that Philippe Bibi, president and CEO of Enron Net Works, has resigned from Enron. Philippe will be joining Putnam Investments in Boston, Mass. as Chief Technology Officer. Philippe joined Enron in 1995, as Chief Information Officer for Enron Capital & Trading, and has been a key member of the team that built Enron's IT organization, including our numerous successful e-commerce initiatives. Philippe has been a great asset to Enron and our IT efforts. For six years, his creativity, intelligence, and focus have benefited the company in many ways. He will be missed. Philippe has agreed to make himself available to assist in the transition of his responsibilities. In the interim, all of the employees who report to Philippe will continue reporting to the Office of the Chairman for Enron Net Works. Please join us in thanking Philippe for his  many years of service to the company and in wishing him the very best.  ",Summarize the email and create a subject line.
546,Oakhill Power Update ,"Here is an update on Oakhill power sourcing:        Wholesale Generation + Ancillaries ? Electric cooperatives and municipalities are exempt from retail deregulation. We can not directly contract with AEP or whoever the wholesale generation provider would be because it constitutes a retail sale in a non-deregulated area. The prevailing utility in the area must be the buyer of the power. ? Generation + ancillaries will be provided by the chosen entity, through NTEC, and then through Rusk. The wholesale generation + ancillaries contract will be a three party agreement between AEP (or whoever is chosen), NTEC, and Rusk. ? Swing - There are consumption penalties for using more or less than the contracted 5.0 MW 7x24 block (meaning there is no free swing). These penalties are part of the ancillary services, which means that we will not have the exact specifications until Rusk receives the bids on their RFP on 6/27/01. T&D ? T&D is provided directly by Rusk County Electric Co-Op. ? NTEC is charging us $0.20 / MW as an administrative fee (mark up), which is why the fixed T&D cost from Rusk County is $10.20/MW and not $10.00/MW. ? There will be a minimum T&D charge from Rusk, above which we pay for only what we use: o	For example:  We pay the minimum charge or actual usage, whichever is higher. Ricki is constructing the T&D only contract (which he claims will be similar in structure to the previous contract), with the inclusion of T&D pricing and swing. I also reminded him that he needs to provide the audited financial statements to us. Attached is a deal diagram with the most current information that we have. Please let me know if you have any questions. Regards,  ",Summarize the email and create a subject line.
547,Enron Compression Services Proposal ,"Andy,  Per our recent discussions, you will find a proposal from Enron Compression Services to provide HP Services to KNG Energy to meet it growth expectations (either as is or through a new joint venture/ownership structure from the current bidding process). We have made this proposal to conform with the expansion scenarios outlined in the offering memorandum and have provided flexibility for a 60%-90% load factor to be utilized for both stations. We would be happy to have a tele-conference to go through this proposal with you. You will also note that the latter part of the presentation begins to outline additional options (on a notional value basis) that we can put into a deal to increase the value of the deal over the proposed 10-year term. We took a look at the strategic value of the underlying assets that were offered and were unfortunately not able to come up with a structure that we could support for either the purchase or re-capitalization of KNG Energy's assets. We appreciate the opportunity to bid on these assets and are happy to work with you to optimize our proposal to fit the ultimate owner's needs for expansion. I have also attached our group's brochure and a copy of a recent article about our group in Gas Daily. Once again, thank you for the opportunity and I will call you in the near future to discuss this proposal further. Chris Hilgert Director Enron Compression Services        The parties hereto understand and agree that the PROPOSAL sets forth each party's preliminary understanding of the proposed transactions with KNG EnerGY and Enron compression services. This PROPOSAL does not create and is not intended to create a binding and enforceable contract between the parties or a duty on the part of any party hereto to negotiate in good faith toward a binding contract and may not be relied upon by either party as the basis for a contract by estoppel or otherwise, but rather this proposal evidences a non-binding expression of the understanding of each party to endeavor, without obligation, to negotiate the terms of a proposed transaction.  ",Summarize the email and create a subject line.
548,New Master Physical with Wheelabrator Lassen ,"All -  Attached is a worksheet for a new ENFOLIO with Wheelabrator Lassen. This counterparty is looking to transact on a 5-year deal sometime next week, so we need to get this executed as soon as possible. Please prepare a draft at your earliest possible convenience. I will forward the email address of the contact as soon as possible. Thanks,  ",Summarize the email and create a subject line.
549,"CA - Kinder Morgan CO2 Company, L.P. ","Dear Chris:  At Gerald Nemec's request, please find a confidentiality agreement he has approved between Enron Compression Services Company and Kinder Morgan CO2 Company, L.P. Please advise when you're ready for the execution originals, and we'll print them out for you. Best wishes,  ",Summarize the email and create a subject line.
550,Napoleonville land sale ,"Gary,  Per our conversation on July 11, I would like to reiterate that an Enron entity is interested in selling approximately 330 acres of land at the Napoleonville salt dome in Louisiana. This land is divided into two tracts, one of about 256 acres and the other about 73 acres in size. Enron recently received $15,000 per acre in a separate land transaction at Napoleonville, and this sets the market price that we expect to receive in the above proposed land sale. Does Dow have interest in this land? Is this price within your range? If so, I would encourage you to draft a proposal from Dow within the next two weeks, if possible. This email does not constitute an offer, but is solely provided for informational purposes. Let's discuss this at your earliest convenience. Thanks again for taking the time to meet with me last Thursday, and I look forward to hearing from you soon! Sincerely,  ",Summarize the email and create a subject line.
551,Derivatives ,"Lisa,    It is extremely hard to watch you struggle through this. It is hard  for me also. I sit up here trying to work when the reality of our current  situation weighs on me like a ton of bricks. It is hard for me not to break  down a couple of times a day, but the pace of my work usually forces me  through those times. I don't know if my calling you, asking you to lunch, or holding your hand,  helps or hurts at this time. But I am not going to let us give up on each  other. My feelings for you run too deep to just try and bury them so that I  don't have to think about all the pain. We are both struggling to find a place to start. I want to start by just  letting you know that not a day goes by without me thinking of a time when we  can put this behind us. I am not sure how to get there right now either. However, during those few precious time lately when I get to look into your  eyes, I see the true Lisa (changed as she is by the last couple of years),  but still Lisa nonetheless. I need to get to know this changed true Lisa,  whatever happens in the near future. I felt I just to had to write this email. Gerald  ",Summarize the email and create a subject line.
552,Revised Black Hills ,"Melissa,  I wasn't able to redline this version, but I added sections 10 and  11 and added futher language to Sections 3 and 6. Hopefully you can redline  it against your old version. Let me know what you think about environmental indemnity language. I think  is is prudent from the view that Black Hills and has been using the Premises  for some time and we are not sure what is out there.  ",Summarize the email and create a subject line.
553,Latest Versions ,Attached are clean versions of the most up to date documents. The confirm  also includes a redline copy with the changes we discussed this morning. Please note that Calpine needs to execute the following documents:  1. Capacity Release and Assignment Agreement 2. Enfolio Master Firm Purchase/Sale Agreement 3. Guaranty by Calpine Corporation (Included as Exhibit to Enfolio Master  Agreement) 4. Transaction No. 1 to Enfolio (the Confirm)  Please let me know if you have any questions.  ,Summarize the email and create a subject line.
554,Camping ,"Brian,  Thanks for the camping trip this weekend. It did help me clear my  mind and sort some things out. This is a tough time right now, but having  good friends like you will help me get through this. Thanks again.  ",Summarize the email and create a subject line.
555,PSA Revisions ,"Bill,  Attached are my revisions to Tom Brown's PSA. Please incorporate  these into your document. I may still have a few more revisions, but wanted  to get this draft out ASAP. I will let you know of any other revisions as  soon as possible.  ",Summarize the email and create a subject line.
